CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
69;87_62_2;RADIOGRAFIA DELL ESOFAGO CON DOPPIO CONTRASTO;Allegato 1;
69;87_62_3;RADIOGRAFIA DELLO STOMACO E DEL DUODENO CON DOPPIO CONTRASTO;Allegato 1;
69;87_63;STUDIO SERIATO DELL INTESTINO TENUE;Allegato 1;
69;87_63_1;STUDIO INTESTINALE CON MARKERS;Allegato 1;
69;87_64;RADIOGRAFIA DEL TRATTO GASTROINTESTINALE INFERIORE Tubo digerente (tenue e colon)_seconde vie (5 radiogrammi);Allegato 1;
69;87_64_1;COLONSCOPIA VIRTUALE CON TC;Allegato 1;
69;87_64_2;COLONSCOPIA VIRTUALE CON TC con e senza mezzo di contrasto;Allegato 1;
69;87_65_2;CLISMA CON DOPPIO CONTRASTO;Allegato 1;
69;87_65_3;CLISMA DEL TENUE CON DOPPIO CONTRASTO;Allegato 1;
69;87_69_1;ALTRE PROCEDURE DIAGNOSTICHE SULL APPARATO DIGERENTE Defecografia_ansogramma colico per atresia anorettale;Allegato 1;
69;87_69_2;ESAME DI SEGMENTO DEL TUBO DIGERENTE CON MEZZO DI CONTRASTO IDROSOLUBILE (esofago o clisma con gastrografin_ecc_);Allegato 1;
69;87_71;TOMOGRAFIA COMPUTERIZZATA (TC) DEI RENI Incluso: logge renali_surreni_logge surrenaliche_psoas_retroperitoneo E DELL APPARATO URINARIO;Allegato 1;
69;87_71_1;TOMOGRAFIA COMPUTERIZZATA (TC) DEI RENI_SENZA E CON CONTRASTO Incluso: logge renali_surreni_logge surrenaliche_psoas_retroperitoneo;Allegato 1;
69;87_72;TOMOGRAFIA [STRATIGRAFIA] RENALE Tomografia regioni renali_nefropielotomografia Incluso: esame diretto;Allegato 1;
69;87_73;UROGRAFIA ENDOVENOSA Incluso: esame diretto;Allegato 1;
69;87_74_1;PIELOGRAFIA RETROGRADA MONOLATERALE Incluso : esame diretto;Allegato 1;
69;87_74_2;PIELOGRAFIA RETROGRADA BILATERALE Incluso: esame diretto;Allegato 1;
69;87_75_1;PIELOGRAFIA TRANSPIELOSTOMICA;Allegato 1;
69;87_76;CISTOURETROGRAFIA RETROGRADA Uretrocistografia ascendente e minzionale (6 proiezioni o radiogrammi);Allegato 1;
69;87_77;CISTOGRAFIA (4 proiezioni o radiogrammi) Incluso: esame diretto ed eventuale cistouretrografia minzionale;Allegato 1;
69;87_79;RADIOGRAFIA DELL APPARATO URINARIO Apparato urinario a vuoto (2 proiezioni o radiogrammi);Allegato 1;
69;87_83;ISTEROSALPINGOGRAFIA (almeno 4 proiezioni o radiogrammi) Incluso: esame diretto;Allegato 1;
69;87_83_1;DISOSTRUZIONE TUBARICA comprensiva dell isterosalpingofrafia selettiva mono o bilaterale;Allegato 1;
69;88_01_1;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ADDOME SUPERIORE Incluso: fegato e vie biliari_pancreas_milza_retroperitoneo_stomaco_duodeno_tenue_grandi vasi addominali_ reni e surreni;Allegato 1;
69;88_01_2;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ADDOME SUPERIORE_SENZA E CON CONTRASTO Incluso: fegato e vie biliari_pancreas_milza_retroperitoneo_stomaco_duodeno_tenue_grandi vasi addominali_reni e surreni;Allegato 1;
69;88_01_3;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ADDOME INFERIORE Incluso: Pelvi_colon e retto_vescica_utero e annessi o prostata;Allegato 1;
69;88_01_4;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ADDOME INFERIORE_SENZA E CON CONTRASTO Incluso: pelvi_colon e retto_vescica_utero e annessi o prostata;Allegato 1;
69;88_01_5;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ADDOME COMPLETO;Allegato 1;
69;88_01_6;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ADDOME COMPLETO_SENZA E CON CONTRASTO;Allegato 1;
69;88_01_7;TOMOGRAFIA COMPUTERIZZATA (TC) senza e con mdc per stadiazione oncologica;Allegato 1;
69;88_19;RADIOGRAFIA DELL ADDOME (2 proiezioni);Allegato 1;
69;88_21;RADIOGRAFIA DELLA SPALLA E DEL BRACCIO DELL ARTO SUPERIORE Radiografia (2 proiezioni ) di: spalla_braccio_toraco brachiale;Allegato 1;
69;88_22;RADIOGRAFIA DEL GOMITO E DELL AVAMBRACCIO_ Radiografia (2 proiezioni) di: gomito _avambraccio;Allegato 1;
69;88_23;RADIOGRAFIA DEL POLSO E DELLA MANO Radiografia (2 proiezioni) di: polso_mano_dito della mano;Allegato 1;
69;88_26;RADIOGRAFIA DI PELVI E ANCA Radiografia del bacino_Radiografia dell anca;Allegato 1;
69;88_27;RADIOGRAFIA DEL FEMORE_GINOCCHIO E GAMBA Radiografia (2 proiezioni) di: femore_ginocchio_gamba;Allegato 1;
69;88_28;RADIOGRAFIA DEL PIEDE E DELLA CAVIGLIA Radiografia (2 proiezioni) di: caviglia_piede [calcagno]_dito del piede;Allegato 1;
69;88_29;RADIOGRAFIA ASSIALE DI ROTULE (1 proiezione);Allegato 1;
69;88_29_1;RADIOGRAFIA COMPLETA DEGLI ARTI INFERIORI E DEL BACINO SOTTO CARICO;Allegato 1;
69;88_29_2;RADIOGRAFIA ASSIALE DELLA ROTULA (3 proiezioni);Allegato 1;
69;88_31;RADIOGRAFIA DELLO SCHELETRO IN TOTO [Scheletro per patologia sistemica];Allegato 1;
69;88_31_1;RADIOGRAFIA COMPLETA DEL LATTANTE;Allegato 1;
69;88_32;ARTROGRAFIA CON CONTRASTO (4 proiezioni) Escluso: quella dell articolazione temporomandibolare (87_13_1_87_13_2);Allegato 1;
69;88_33_1;STUDIO DELL ETA OSSEA_ (1 proiezione) polso mano o ginocchia;Allegato 1;
69;88_33_2;TOMOGRAFIA [STRATIGRAFIA] DI SEGMENTO SCHELETRICO;Allegato 1;
69;88_35_1;FISTOLOGRAFIA DELL ARTO SUPERIORE (minimo 2 proiezioni o radiogrammi);Allegato 1;
69;88_37_1;FISTOLOGRAFIA DELL ARTO INFERIORE (minimo 2 proiezioni o radiogrammi);Allegato 1;
69;88_38_A;ANGIO TC (con apparecchiatura spirale_monostrato o multistrato);Allegato 1;
69;88_38_B;ANGIO TC (con apparecchiatura spirale_monostrato o multistrato);Allegato 1;
69;88_38_1;TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE;Allegato 1;
69;88_38_2;TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE_SENZA E CON CONTRASTO;Allegato 1;
69;88_38_3;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ARTO SUPERIORE TC di: spalle e braccio [spalla_braccio]_gomito e avambraccio [gomito_avambraccio]_polso e mano [polso_mano];Allegato 1;
69;88_38_4;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ARTO SUPERIORE_SENZA E CON CONTRASTO TC di: spalla e braccio [spalla_braccio]_gomito e avambraccio [gomito_avambraccio]_polso e mano [polso_mano]_;Allegato 1;
69;88_38_5;TOMOGRAFIA COMPUTERIZZATA (TC) DEL BACINO TC di: bacino e articolazioni sacro iliache;Allegato 1;
69;88_38_6;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ARTO INFERIORE TC di: articolazione coxo femorale e femore [articolazione coxo femorale_femore]_ginocchio e gamba [ginocchio_gamba] caviglia e piede [caviglia_piede];Allegato 1;
69;88_38_7;TOMOGRAFIA COMPUTERIZZATA (TC) DELL ARTO INFERIORE_SENZA E CON CONTRASTO TC di: articolazione coxo femorale e femore [articolazione coxo femorale_femore]_ginocchio e gamba [ginocchio_gamba]_caviglia e piede [caviglia_piede]_;Allegato 1;
69;88_38_8;ARTRO TC Spalla o gomito o ginocchio o anca o caviglia o polso;Allegato 1;
69;88_38_9;ANGIO TC (con apparecchiatura spirale_monostrato o multistrato);Allegato 1;
69;88_39_1;LOCALIZZAZIONE RADIOLOGICA CORPO ESTRANEO (2 proiezioni);Allegato 1;
69;88_42_1;AORTOGRAFIA Angiografia digitale arteriosa dell aorta e dell arco aortico o dell aorta addominale;Allegato 1;
69;88_42_2;AORTOGRAFIA ADDOMINALE Angiografia digitale dell aorta addominale;Allegato 1;
69;88_42_3;ANGIOPNEUMOGRAFIA;Allegato 1;
69;88_48;ARTERIOGRAFIA DELL ARTO INFERIORE O ARTI INFERIORI;Allegato 1;
69;88_60_1;FLEBOGRAFIA SPINALE_ Cervicale_dorsale_lombare;Allegato 1;
69;88_61_1;FLEBOGRAFIA ORBITARIA;Allegato 1;
69;88_61_2;FLEBOGRAFIA GIUGULARE;Allegato 1;
69;88_63_1;CAVOGRAFIA SUPERIORE;Allegato 1;
69;88_63_2;FLEBOGRAFIA DELL ARTO SUPERIORE Monolaterale;Allegato 1;
69;88_65_1;CAVOGRAFIA INFERIORE;Allegato 1;
69;88_65_2;FLEBOGRAFIA RENALE;Allegato 1;
69;88_65_3;FLEBOGRAFIA ILIACA Bilaterale;Allegato 1;
69;88_66_1;FLEBOGRAFIA DEGLI ARTI INFERIORI Monolaterale;Allegato 1;
69;88_66_2;FLEBOGRAFIA DEGLI ARTI INFERIORI Bilaterale;Allegato 1;
69;88_71_1;ECOENCEFALOGRAFIA Ecografia transfontanellare;Allegato 1;
69;88_71_4;DIAGNOSTICA ECOGRAFICA DEL CAPO E DEL COLLO Ecografia di: ghiandole salivari_collo per linfonodi_tiroide paratiroidi;Allegato 1;
69;88_71_5;ECOGRAFIA ORBITA;Allegato 1;
69;88_72_6;ECOCARDIOGRAFIA;Allegato 1;
69;88_73_1;ECOGRAFIA DELLA MAMMELLA Bilaterale;Allegato 1;
69;88_73_2;ECOGRAFIA DELLA MAMMELLA Monolaterale;Allegato 1;
69;88_73_3;ECOGRAFIA TORACICA;Allegato 1;
69;88_73_4;ECO(COLOR)DOPPLER DELLA MAMMELLA;Allegato 1;
69;88_73_5;ECO(COLOR) DOPPLER DEI TRONCHI SOVRAORTICI A riposo o dopo prova fisica o farmacologica;Allegato 1;
69;88_74_1;ECOGRAFIA DELL ADDOME SUPERIORE Incluso : fegato e vie biliari_pancreas_milza_reni e surreni _retroperitoneo Escluso: Ecografia dell addome completo (88_76_1);Allegato 1;
69;88_74_5;ECO(COLOR)DOPPLER DELLE ARTERIE RENALI;Allegato 1;
69;88_74_6;ECOGRAFIA RENO VESCICALE;Allegato 1;
69;88_75_1;ECOGRAFIA DELL ADDOME INFERIORE Incluso: Ureteri_vescica e pelvi maschile o femminile Escluso : Ecografia dell addome completo (88_76_1);Allegato 1;
69;88_75_2;ECO(COLOR)DOPPLER DELL ADDOME INFERIORE Vescica e pelvi maschile o femminile_ Ecografia ostetrica o ginecologica con flussimetria doppler;Allegato 1;
69;88_75_3;ECOGRAFIA RENO VESCICALE;Allegato 1;
69;88_76_1;ECOGRAFIA ADDOME COMPLETO;Allegato 1;
69;88_76_2;ECOGRAFIA DI GROSSI VASI ADDOMINALI Aorta addominale_grossi vasi addominali e linfonodi paravasali;Allegato 1;
69;88_76_3;ECOCOLOR DOPPLER DELL AORTA DEGLI ASSI ILIACO FEMORALI;Allegato 1;
69;88_77_2;ECO(COLOR) DOPPLERGRAFIA DEGLI ARTI SUPERIORI O INFERIORI O DISTRETTUALE_ARTERIOSA O VENOSA A riposo o dopo prova fisica o farmacologica;Allegato 1;
69;88_78_A;MISURA DELLA TRANSLUCENZA NUCALE;Allegato 1;
69;88_78_1;ECOGRAFIA OVARICA Per monitoraggio ovulazione;Allegato 1;
69;88_79_A;ECOENDOSCOPIA VIA TRANSRETTALE;Allegato 1;
69;88_79_B;ECOGRAFIA TRANSPERINEALE;Allegato 1;
69;88_79_C;ECOGRAFIA con m_d_c_;Allegato 1;
69;88_79_D;ECOCOLORDOPPLER applicato ad esame di base;Allegato 1;
69;88_79_1;ECOGRAFIA DELLA CUTE E DEL TESSUTO SOTTOCUTANEO;Allegato 1;
69;88_79_2;STUDIO ECOGRAFICO DEL BACINO Ecografia del bacino per screening lussazione congenita dell anca;Allegato 1;
69;88_79_3;ECOGRAFIA MUSCOLOTENDINEA E/O ARTICOLARE;Allegato 1;
69;88_79_4;ECOGRAFIA TRANSESOFAGEA DEL TORACE;Allegato 1;
69;88_79_5;ECOGRAFIA DEL PENE;Allegato 1;
69;88_79_6;ECOGRAFIA DEI TESTICOLI;Allegato 1;
69;88_79_7;ECOGRAFIA TRANSVAGINALE;Allegato 1;
69;88_79_8;ECOGRAFIA TRANSRETTALE;Allegato 1;
69;88_79_9;ECOGRAFIA OSTEOARTICOLARE;Allegato 1;
69;88_90_2;RICOSTRUZIONE TRIDIMENSIONALE TC Ricostruzione tridimensionale in corso di: TC del massiccio facciale (87_03_3_87_29_5);Allegato 1;
69;88_90_3;TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE Spazio intersomatico o metamero aggiuntivo in corso di TC del rachide [cervicale_toracico_lombosacrale]_spinale;Allegato 1;
69;88_90_9;ENDOSCOPIE VIRTUALI CON TC O CON RM altre endoscopie (esclusa la colonscopia virtuale);Allegato 1;
69;88_91_A;ANGIO RM DEL DISTRETTO VASCOLARE INTRACRANICO con contrasto;Allegato 1;
69;88_91_B;SPETTROSCOPIA;Allegato 1;
69;88_91_C;ANGIO RM DEL DISTRETTO VASCOLARE INTRACRANICO O VASI DEL COLLO senza contrasto;Allegato 1;
69;88_91_D;ANGIO RM DEL DISTRETTO VASCOLARE INTRACRANICO senza contrasto;Allegato 1;
69;88_91_E;RISONANZA MAGNETICA NUCLEARE (RM) Temporomandibolare con bobina dedicata e studio dinamico;Allegato 1;
69;88_91_1;RISONANZA MAGNETICA NUCLEARE (RM) DEL CERVELLO E DEL TRONCO ENCEFALICO;Allegato 1;
69;88_91_2;RISONANZA MAGNETICA NUCLEARE (RM) DEL CERVELLO E DEL TRONCO ENCEFALICO_SENZA E CON CONTRASTO Incluso eventuale_relativo_ distretto vascolare;Allegato 1;
69;88_91_3;RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE [sella turcica_orbite_rocche petrose_articolazioni temporo mandibolari] Incluso: relativo distretto vascolare;Allegato 1;
69;88_91_4;RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE_SENZA E CON CONTRASTO [sella turcica_orbite_rocche petrose_articolazioni temporomandibolari] Incluso: relativo distretto vascolare;Allegato 1;
69;88_91_5;ANGIO RM DEL DISTRETTO VASCOLARE INTRACRANICO O VASI DEL COLLO con contrasto;Allegato 1;
69;88_91_6;RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO [faringe_laringe_parotidi ghiandole salivari_tiroide paratiroidi] Incluso: relativo distretto vascolare;Allegato 1;
69;88_91_7;RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO_SENZA E CON CONTRASTO [faringe_laringe_parotidi ghiandole salivari_tiroide paratiroidi]_ Incluso : relativo distretto vascolare;Allegato 1;
69;88_91_8;ANGIO RM DEI VASI DEL COLLO con contrasto;Allegato 1;
69;88_91_9;SPETTROSCOPIA INTEGRATIVA;Allegato 1;
69;88_92;RISONANZA MAGNETICA NUCLEARE (RM) DEL TORACE [mediastino_esofago] Incluso: relativo distretto vascolare;Allegato 1;
69;88_92_1;RISONANZA MAGNETICA NUCLEARE (RM) DEL TORACE_SENZA E CON CONTRASTO [mediastino_esofago] Incluso: relativo distretto vascolare;Allegato 1;
69;88_92_2;ANGIO RM DEL DISTRETTO TORACICO;Allegato 1;
69;88_92_3;RISONANZA MAGNETICA NUCLEARE (RM) DEL CUORE;Allegato 1;
69;88_92_4;RISONANZA MAGNETICA NUCLEARE (RM) DEL CUORE_SENZA E CON CONTRASTO;Allegato 1;
69;88_92_5;RISONANZA MAGNETICA NUCLEARE (CINE RM) DEL CUORE;Allegato 1;
69;88_92_8;RISONANZA MAGNETICA NUCLEARE (RM) DELLA MAMMELLA Bilaterale;Allegato 1;
69;88_92_9;RISONANZA MAGNETICA NUCLEARE (RM) DELLA MAMMELLA CON CONTRASTO Bilaterale (comprensivo anche dell eventuale esame diretto);Allegato 1;
69;88_93;RISONANZA MAGNETICA NUCLEARE (RM) DELLA COLONNA Cervicale_toracica_lombosacrale;Allegato 1;
69;88_93_1;RISONANZA MAGNETICA NUCLEARE (RM) DELLA COLONNA_SENZA E CON CONTRASTO Cervicale_toracica_lombosacrale;Allegato 1;
69;88_94_A;;Allegato 1;
69;88_94_B;;Allegato 1;
69;88_94_C;ARTRO RM ( con m_d_c_ intra articolare);Allegato 1;
69;88_94_1;;Allegato 1;
69;88_94_2;;Allegato 1;
69;88_94_3;ANGIO RM DELL ARTO O DEGLI ARTI SUPERIORI;Allegato 1;
69;88_94_4;ANGIO RM DELL ARTO O DEGLI ARTI INFERIORI;Allegato 1;
69;88_95_A;ANGIO RM con m_d_c_ un distretto;Allegato 1;
69;88_95_B;ANGIO RM con m_d_c_ due distretti;Allegato 1;
69;88_95_1;RISONANZA MAGNETICA NUCLEARE (RM) DELL ADDOME SUPERIORE Incluso: fegato e vie biliari_milza_pancreas_reni e surreni_retroperitoneo;Allegato 1;
69;88_95_2;RISONANZA MAGNETICA NUCLEARE (RM) DELL ADDOME SUPERIORE_SENZA E CON CONTRASTO Incluso: fegato e vie biliari_milza_pancreas_reni e surreni_retroperitoneo e relativo distretto vascolare;Allegato 1;
69;88_95_3;ANGIO RM DELL ADDOME SUPERIORE;Allegato 1;
69;88_95_4;RISONANZA MAGNETICA NUCLEARE (RM) DELL ADDOME INFERIORE E SCAVO PELVICO Vescica e pelvi maschile o femminile Incluso:relativo distretto vascolare;Allegato 1;
69;88_95_5;RISONANZA MAGNETICA NUCLEARE (RM) DELL ADDOME INFERIORE E SCAVO PELVICO_SENZA E CON CONTRASTO Vescica e pelvi maschile o femminile Incluso: relativo distretto vascolare;Allegato 1;
69;88_95_6;ANGIO RM DELL ADDOME INFERIORE;Allegato 1;
69;88_95_7;RISONANZA MAGNETICA NUCLEARE [RM] ADDOME SUPERIORE ED INFERIORE;Allegato 1;
69;88_95_8;RISONANZA MAGNETICA NUCLEARE [RM] ADDOME SUPERIORE ED INFERIORE con e senza mezzo di contrasto;Allegato 1;
69;88_95_9;ANGIO RM ADDOME SUPERIORE ED INFERIORE;Allegato 1;
69;88_97_1;RISONANZA MAGNETICA NUCLEARE CON STUDIO FUNZIONALE (motorio_verbale);Allegato 1;
69;88_99_1;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A FOTONE SINGOLO O DOPPIO Polso o caviglia;Allegato 1;
69;88_99_2;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X Lombare_femorale_ultradistale;Allegato 1;
69;88_99_3;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X Total Body;Allegato 1;
69;88_99_5;DENSITOMETRIA OSSEA AD ULTRASUONI;Allegato 1;
69;88_99_6;MORFOMETRIA VERTEBRALE con apparecchio DEXA;Allegato 1;
69;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
69;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
70;38_99_1;INIEZIONE DI MEZZO DI CONTRASTO PER SIMULAZIONE RADIOTERAPICA TC;Allegato 1;
70;38_99_2;INIEZIONE DI MEZZO DI CONTRASTO PER SIMULAZIONE RADIOTERAPICA RM;Allegato 1;
70;88_90_2;RICOSTRUZIONE TRIDIMENSIONALE TC Ricostruzione tridimensionale in corso di: TC del massiccio facciale (87_03_3_87_29_5);Allegato 1;
70;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
70;89_03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE ;Allegato 1;
70;89_04;STESURA PIANO DI TRATTAMENTO RADIOTERAPICO;Allegato 1;
70;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
70;92_21_1;ROENTGENTERAPIA Per seduta;Allegato 1;
70;92_23_1;TELECOBALTOTERAPIA CON CAMPO FISSO O CON DUE CAMPI CONTRAPPOSTI_ Per seduta e per focolaio trattato;Allegato 1;
70;92_23_2;TELECOBALTOTERAPIA CON CAMPI MULTIPLI DI MOVIMENTO_ Per seduta e per focolaio trattato;Allegato 1;
70;92_23_3;TELECOBALTOTERAPIA CON TECNICA FLASH Per seduta e per focolaio trattato;Allegato 1;
70;92_24_A;RADIOTERAPIA STEREOTASSICA frazioni successive;Allegato 1;
70;92_24_B;RADIOTERAPIA CON ACCELLERATORE LINEARE CON MLC PER IMRT STATICA O DINAMICA CAMPI MULTIPLI O DI MOVIMENTO;Allegato 1;
70;92_24_1;TELETERAPIA CON ACCELERATORE LINEARE CON CAMPO FISSO O DUE CAMPI CONTRAPPOSTI Per seduta e per focolaio trattato;Allegato 1;
70;92_24_2;TELETERAPIA CON ACCELERATORE LINEARE CON CAMPI MULTIPLI O DI MOVIMENTO Per seduta e per focolaio trattato;Allegato 1;
70;92_24_3;TELETERAPIA CON ACCELERATORE LINEARE CON TECNICA FLASH Per seduta e per focolaio trattato;Allegato 1;
70;92_24_4;RADIOTERAPIA STEREOTASSICA prima seduta;Allegato 1;
70;92_25_1;TELETERAPIA CON ELETTRONI A UNO O PIU CAMPI FISSI;Allegato 1;
70;92_25_2;IRRADIAZIONE CUTANEA TOTALE CON ELETTRONI (TSEI / TSEBI);Allegato 1;
70;92_27_1;BRACHITERAPIA ENDOCAVITARIA CON CARICAMENTO REMOTO (HDR);Allegato 1;
70;92_27_2;BRACHITERAPIA INTERSTIZIALE CON IMPIANTO PERMANENTE;Allegato 1;
70;92_27_3;BRACHITERAPIA DI SUPERFICIE (HDR);Allegato 1;
70;92_27_4;BRACHITERAPIA INTERSTIZIALE CON CARICAMENTO REMOTO (HDR);Allegato 1;
70;92_27_5;BETATERAPIA DI CONTATTO;Allegato 1;
70;92_28_1;TERAPIA DEGLI IPERTIROIDISMI Fino a 370 MBq;Allegato 1;
70;92_28_2;TERAPIA DEGLI IPERTIROIDISMI Per ogni 370 MBq successivi;Allegato 1;
70;92_28_3;TERAPIA ENDOCAVITARIA;Allegato 1;
70;92_28_4;TERAPIA CON ANTICORPI MONOCLONALI Fino a 185 MBq;Allegato 1;
70;92_28_5;TERAPIA CON ANTICORPI MONOCLONALI Per ogni 185MBq successivi;Allegato 1;
70;92_28_6;TERAPIA PALLIATIVA DEL DOLORE DA METASTASI OSSEE;Allegato 1;
70;92_29_1;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE_ Con simulatore radiologico (intero trattamento);Allegato 1;
70;92_29_2;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE_ Con TC simulatore o TC_ In caso di iniezione di mezzo di contrasto codificare anche ( 38_99_1) (intero trattamento);Allegato 1;
70;92_29_3;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE_ Con RM_ In caso di iniezione di mezzo contrasto codificare anche (38_99_2) (intero trattamento);Allegato 1;
70;92_29_4;STUDIO FISICO DOSIMETRICO Calcolo della dose in punti_;Allegato 1;
70;92_29_5;STUDIO FISICO DOSIMETRICO CON ELABORATORE SU SCANSIONI TC In caso di ricostruzione 3D codificare anche (88_90_2);Allegato 1;
70;92_29_6;DOSIMETRIA IN VIVO_ Controllo fisico della ripetibilità del trattamento__;Allegato 1;
70;92_29_7;SCHERMATURA PERSONALIZZATA (intero trattamento);Allegato 1;
70;92_29_8;SISTEMA DI IMMOBILIZZAZIONE PERSONALIZZATO (Intero trattamento);Allegato 1;
70;92_29_9;PREPARAZIONE DI COMPENSATORI SAGOMATI (intero trattamento);Allegato 1;
70;92_30_1;INDIVIDUAZIONE DEL VOLUME BERSAGLIO_ Con apparecchio ecografico (intero trattamento);Allegato 1;
70;92_30_2;INDIVIDUAZIONE DEL VOLUME BERSAGLIO CON SIMULATORE VIRTUALE;Allegato 1;
70;92_30_3;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE CON PET/TC;Allegato 1;
70;92_31;STUDIO FISICO DOSIMETRICO CON ELABORATORE SU SEZIONI NON COMPUTERIZZATE;Allegato 1;
70;92_31_1;STUDIO FISICO DOSIMETRICO per IMRT o per Radioterapia stereotassica;Allegato 1;
70;92_31_2;STUDIO FISICO DOSIMETRICO BIDIMENSIONALE per brachiterapia;Allegato 1;
70;92_31_3;STUDIO FISICO DOSIMETRICO per brachiterapia 3D;Allegato 1;
70;92_31_4;STUDIO FISICO DOSIMETRICO CON ELABORATORE SU SCANSIONI TC per radioterapia conformazionale;Allegato 1;
70;92_40;TC DI RIVALUTAZIONE RADIOTERAPICA;Allegato 1;
70;92_40_1;CONTORNAMENTO DEGLI ORGANI DI INTERESSE PER RADIOTERAPIA NON CONFORMAZIONALE;Allegato 1;
70;92_40_2;CONTORNAMENTO DEGLI ORGANI DI INTERESSE PER RADIOTERAPIA CONFORMAZIONALE O IMRT O BRACHITERAPIA;Allegato 1;
70;92_40_3;INFISSIONE DI REPERI RADIO OPACHI;Allegato 1;
70;92_40_4;CONTROLLO POSIZIONAMENTO PAZIENTE mediante pellicola_EPID_ultrasuoni o tracking ottico;Allegato 1;
70;99_85;IPERTERMIA PER IL TRATTAMENTO DI TUMORE_ Ipertermia [terapia aggiuntiva] indotta da microonde ultrasuoni_radiofrequenza a bassa energia_sonde intestinali_o altri mezzi per trattamento di tumore_;Allegato 1;
70;99_85_1;IPERTERMIA SUPERFICIALE PER TRATTAMENTO NON ONCOLOGICO;Allegato 1;
70;99_85_2;IPERTERMIA PROFONDA PER TRATTAMENTO DI TUMORE;Allegato 1;
71;38_22;ANGIOSCOPIA PERCUTANEA Capillaroscopia Escluso: Angioscopia dell occhio (95_12);Allegato 1;
71;81_92;INIEZIONE DI SOSTANZE TERAPEUTICHE NELL ARTICOLAZIONE O NEL LEGAMENTO;Allegato 1;
71;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
71;89_03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE ;Allegato 1;
71;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
71;99_14_1;INFUSIONE DI IMMUNOGLOBULINE ENDOVENA ;Allegato 1;
71;99_25_1;TERAPIA INFUSIONALE ENDOVENOSA;Allegato 1;
79;86_24;CHEMIOCHIRURGIA DELLA CUTE Peeling chimico della cute;Allegato 1;
79;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
79;89_03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE ;Allegato 1;
79;89_38_6;VALUTAZIONE DELLA VENTILAZIONE E DEI GAS ESPIRATI E RELATIVI PARAMETRI;Allegato 1;
79;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
79;93_82_1;TERAPIA EDUCAZIONALE DEL DIABETICO Per seduta individuale;Allegato 1;
79;99_93;TERAPIA DIETETICA;Allegato 1;
79;99_93_1;CONTROLLO TERAPIA DIETETICA;Allegato 1;
79;99_93_2;Valutazione della composizione corporea/stato nutrizionale (antropometria_psicometria o Hand grip);Allegato 1;
79;99_93_3;VALUTAZIONE DELLA COMPOSIZIONE CORPOREA con metodica BIA (Impedenzometria);Allegato 1;
79;99_93_4;POSIZIONAMENTO SONDA NASO ENTERICA PER NUTRIZIONE ENTERALE;Allegato 1;
79;99_93_5;IRRIGAZIONE DI CATETERE VASCOLARE;Allegato 1;
