CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
69;87.41.2;TAC CORONARICA  senza e con mdc;Allegato 1;
69;87.41.3;TAC CARDIACA  senza e con mdc;Allegato 1;
69;87.42.A;TOMOSINTESI MAMMARIA BILATERALE;Allegato 1;
69;87.42.B;TOMOSINTESI MAMMARIA MONOLATERALE;Allegato 1;
69;87.42.C;TOMOSINTESI TORACE;Allegato 1;
69;87.42.1;TOMOGRAFIA [STRATIGRAFIA] TORACICA BILATERALE    Tomografia bilaterale polmonare;Allegato 1;
69;87.43.1;RADIOGRAFIA  COSTALE -DI COSTE, STERNO E CLAVICOLA -  (3 proiezioni)  Scheletro toracico costale bilaterale;Allegato 1;
69;87.43.2;ALTRA RADIOGRAFIA COSTALE -DI COSTE, STERNO E CLAVICOLA                            (2 proiezioni) Scheletro toracico costale monolaterale, sterno, clavicola;Allegato 1;
69;87.44.1;RADIOGRAFIA DEL TORACE DI ROUTINE, NAS                             Radiografia standard del torace [Teleradiografia, Telecuore] (2 proiezioni);Allegato 1;
69;87.49.1;RADIOGRAFIA DELLA TRACHEA               (2 proiezioni);Allegato 1;
69;87.54.1;COLANGIOGRAFIA TRANS-KEHR Incluso: esame diretto;Allegato 1;
69;87.62;RADIOGRAFIA DEL TRATTO  GASTROINTESTINALE SUPERIORE  Studio seriato delle prime vie del tubo digerente (esofago stomaco e duodeno) (6 proiezioni o radiogrammi);Allegato 1;
69;87.62.2;RADIOGRAFIA DELL'ESOFAGO CON DOPPIO CONTRASTO;Allegato 1;
69;87.62.3;RADIOGRAFIA DELLO STOMACO  E DEL DUODENO CON DOPPIO CONTRASTO;Allegato 1;
69;87.63;STUDIO SERIATO DELL'INTESTINO TENUE;Allegato 1;
69;87.63.1;STUDIO INTESTINALE CON MARKERS;Allegato 1;
69;87.64;RADIOGRAFIA DEL TRATTO GASTROINTESTINALE INFERIORE                                                                                                     Tubo digerente (tenue e colon), seconde vie (5  radiogrammi);Allegato 1;
69;87.64.1;COLONSCOPIA VIRTUALE CON TC;Allegato 1;
69;87.64.2;COLONSCOPIA VIRTUALE CON TC con e senza mezzo di contrasto;Allegato 1;
69;87.65.2;CLISMA CON DOPPIO CONTRASTO;Allegato 1;
69;87.65.3;CLISMA DEL TENUE CON DOPPIO CONTRASTO;Allegato 1;
69;87.69.1;ALTRE PROCEDURE DIAGNOSTICHE SULL'APPARATO DIGERENTE Defecografia, ansogramma colico per atresia anorettale;Allegato 1;
69;87.69.2;ESAME DI SEGMENTO DEL TUBO DIGERENTE CON MEZZO DI CONTRASTO IDROSOLUBILE (esofago o clisma con gastrografin, ecc.);Allegato 1;
69;87.71;TOMOGRAFIA COMPUTERIZZATA (TC) DEI RENI Incluso: logge renali, surreni, logge surrenaliche, psoas, retroperitoneo E DELL'APPARATO URINARIO;Allegato 1;
69;87.71.1;TOMOGRAFIA COMPUTERIZZATA  (TC) DEI RENI, SENZA E CON CONTRASTO Incluso: logge renali, surreni, logge surrenaliche, psoas, retroperitoneo;Allegato 1;
69;87.72;TOMOGRAFIA [STRATIGRAFIA] RENALE Tomografia regioni renali, nefropielotomografia Incluso: esame diretto;Allegato 1;
69;87.73;UROGRAFIA ENDOVENOSA                                                          Incluso: esame diretto;Allegato 1;
69;87.74.1;PIELOGRAFIA RETROGRADA MONOLATERALE                                         Incluso : esame diretto;Allegato 1;
69;87.74.2;PIELOGRAFIA RETROGRADA BILATERALE                                                Incluso: esame diretto;Allegato 1;
69;87.75.1;PIELOGRAFIA TRANSPIELOSTOMICA;Allegato 1;
69;87.76;CISTOURETROGRAFIA RETROGRADA Uretrocistografia ascendente e minzionale (6 proiezioni o radiogrammi);Allegato 1;
69;87.77;CISTOGRAFIA (4 proiezioni o  radiogrammi) Incluso: esame diretto ed eventuale  cistouretrografia minzionale;Allegato 1;
69;87.79;RADIOGRAFIA DELL'APPARATO URINARIO Apparato urinario a vuoto (2 proiezioni o  radiogrammi);Allegato 1;
69;87.83;ISTEROSALPINGOGRAFIA (almeno 4 proiezioni o  radiogrammi) Incluso: esame diretto;Allegato 1;
69;87.83.1;DISOSTRUZIONE TUBARICA comprensiva dell'isterosalpingofrafia selettiva mono o bilaterale;Allegato 1;
69;88.01.1;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ADDOME SUPERIORE Incluso: fegato e vie biliari, pancreas, milza, retroperitoneo, stomaco, duodeno, tenue, grandi vasi addominali,  reni e surreni;Allegato 1;
69;88.01.2;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ADDOME SUPERIORE, SENZA E CON CONTRASTO Incluso: fegato e vie biliari, pancreas, milza, retroperitoneo, stomaco, duodeno, tenue, grandi vasi addominali, reni e surreni;Allegato 1;
69;88.01.3;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ADDOME INFERIORE Incluso: Pelvi, colon e retto, vescica, utero e annessi o prostata;Allegato 1;
69;88.01.4;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ADDOME INFERIORE, SENZA E CON CONTRASTO  Incluso: pelvi, colon e retto, vescica, utero e annessi o prostata;Allegato 1;
69;88.01.5;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ADDOME COMPLETO;Allegato 1;
69;88.01.6;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ADDOME COMPLETO, SENZA E CON CONTRASTO;Allegato 1;
69;88.01.7;TOMOGRAFIA COMPUTERIZZATA (TC)  senza e con mdc per stadiazione oncologica;Allegato 1;
69;88.19;RADIOGRAFIA DELL'ADDOME              (2 proiezioni);Allegato 1;
69;88.21;RADIOGRAFIA DELLA SPALLA E  DEL BRACCIO -DELL'ARTO SUPERIORE Radiografia (2 proiezioni ) di: spalla, braccio, toraco-brachiale;Allegato 1;
69;88.22;RADIOGRAFIA DEL GOMITO E DELL'AVAMBRACCIO. Radiografia (2 proiezioni) di: gomito , avambraccio;Allegato 1;
69;88.23;RADIOGRAFIA DEL POLSO E  DELLA MANO  Radiografia (2 proiezioni) di: polso, mano, dito della mano;Allegato 1;
69;88.26;RADIOGRAFIA DI PELVI E ANCA Radiografia del bacino, Radiografia dell'anca;Allegato 1;
69;88.27;RADIOGRAFIA DEL FEMORE, GINOCCHIO E GAMBA  Radiografia (2 proiezioni) di: femore, ginocchio, gamba;Allegato 1;
69;88.28;RADIOGRAFIA DEL PIEDE E DELLA CAVIGLIA   Radiografia (2 proiezioni) di: caviglia, piede [calcagno], dito del piede;Allegato 1;
69;88.29;RADIOGRAFIA ASSIALE DI ROTULE    (1 proiezione);Allegato 1;
69;88.29.1;RADIOGRAFIA COMPLETA  DEGLI ARTI INFERIORI E DEL BACINO SOTTO CARICO;Allegato 1;
69;88.29.2;RADIOGRAFIA ASSIALE DELLA ROTULA    (3 proiezioni);Allegato 1;
69;88.31;RADIOGRAFIA DELLO SCHELETRO IN TOTO   [Scheletro per patologia sistemica];Allegato 1;
69;88.31.1;RADIOGRAFIA COMPLETA DEL LATTANTE;Allegato 1;
69;88.32;ARTROGRAFIA CON CONTRASTO (4 proiezioni)  Escluso: quella dell'articolazione temporomandibolare (87.13.1, 87.13.2);Allegato 1;
69;88.33.1;STUDIO DELL'ETA' OSSEA. (1 proiezione) polso - mano o ginocchia;Allegato 1;
69;88.33.2;TOMOGRAFIA [STRATIGRAFIA] DI SEGMENTO SCHELETRICO;Allegato 1;
69;88.35.1;FISTOLOGRAFIA DELL'ARTO SUPERIORE   (minimo 2 proiezioni o radiogrammi);Allegato 1;
69;88.37.1;FISTOLOGRAFIA DELL'ARTO INFERIORE   (minimo 2 proiezioni o radiogrammi);Allegato 1;
69;88.38.A;ANGIO TC  (con apparecchiatura spirale, monostrato o multistrato);Allegato 1;
69;88.38.B;ANGIO TC  (con apparecchiatura spirale, monostrato o multistrato);Allegato 1;
69;88.38.1;TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE;Allegato 1;
69;88.38.2;TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE, SENZA E CON CONTRASTO;Allegato 1;
69;88.38.3;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ARTO SUPERIORE  TC di: spalle e braccio [spalla, braccio], gomito e avambraccio [gomito, avambraccio], polso e mano [polso, mano];Allegato 1;
69;88.38.4;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ARTO SUPERIORE, SENZA E CON CONTRASTO  TC di: spalla e braccio [spalla, braccio], gomito e avambraccio [gomito, avambraccio], polso e mano [polso, mano].;Allegato 1;
69;88.38.5;TOMOGRAFIA COMPUTERIZZATA (TC) DEL BACINO   TC di:  bacino e articolazioni sacro-iliache;Allegato 1;
69;88.38.6;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ARTO INFERIORE  TC di: articolazione coxo-femorale e femore [articolazione coxo - femorale, femore], ginocchio e gamba [ginocchio, gamba] caviglia e piede [caviglia, piede];Allegato 1;
69;88.38.7;TOMOGRAFIA COMPUTERIZZATA (TC) DELL'ARTO INFERIORE, SENZA E CON CONTRASTO  TC di: articolazione coxo-femorale e femore [articolazione coxo-femorale, femore], ginocchio e gamba [ginocchio, gamba], caviglia e piede [caviglia, piede].;Allegato 1;
69;88.38.8;ARTRO TC  Spalla o gomito o ginocchio o anca o caviglia o polso;Allegato 1;
69;88.38.9;ANGIO TC  (con apparecchiatura spirale, monostrato o multistrato);Allegato 1;
69;88.39.1;LOCALIZZAZIONE RADIOLOGICA CORPO ESTRANEO                                  (2 proiezioni);Allegato 1;
69;88.42.1;AORTOGRAFIA   Angiografia digitale arteriosa dell'aorta e dell'arco aortico o dell'aorta addominale;Allegato 1;
69;88.42.2;AORTOGRAFIA ADDOMINALE Angiografia digitale dell'aorta addominale;Allegato 1;
69;88.42.3;ANGIOPNEUMOGRAFIA;Allegato 1;
69;88.48;ARTERIOGRAFIA DELL'ARTO INFERIORE O ARTI INFERIORI;Allegato 1;
69;88.60.1;FLEBOGRAFIA SPINALE. Cervicale, dorsale, lombare;Allegato 1;
69;88.61.1;FLEBOGRAFIA ORBITARIA;Allegato 1;
69;88.61.2;FLEBOGRAFIA GIUGULARE;Allegato 1;
69;88.63.1;CAVOGRAFIA SUPERIORE;Allegato 1;
69;88.63.2;FLEBOGRAFIA DELL'ARTO SUPERIORE   Monolaterale;Allegato 1;
69;88.65.1;CAVOGRAFIA INFERIORE;Allegato 1;
69;88.65.2;FLEBOGRAFIA RENALE;Allegato 1;
69;88.65.3;FLEBOGRAFIA ILIACA  Bilaterale;Allegato 1;
69;88.66.1;FLEBOGRAFIA DEGLI ARTI INFERIORI  Monolaterale;Allegato 1;
69;88.66.2;FLEBOGRAFIA DEGLI ARTI INFERIORI  Bilaterale;Allegato 1;
69;88.71.1;ECOENCEFALOGRAFIA - Ecografia transfontanellare;Allegato 1;
69;88.71.4;DIAGNOSTICA ECOGRAFICA DEL CAPO E DEL COLLO Ecografia di: ghiandole salivari, collo per linfonodi, tiroide-paratiroidi;Allegato 1;
69;88.71.5;ECOGRAFIA ORBITA;Allegato 1;
69;88.72.6;ECOCARDIOGRAFIA;Allegato 1;
69;88.73.1;ECOGRAFIA DELLA MAMMELLA Bilaterale;Allegato 1;
69;88.73.2;ECOGRAFIA DELLA MAMMELLA Monolaterale;Allegato 1;
69;88.73.3;ECOGRAFIA TORACICA;Allegato 1;
69;88.73.4;ECO(COLOR)DOPPLER DELLA MAMMELLA;Allegato 1;
69;88.73.5;ECO(COLOR) DOPPLER DEI TRONCHI SOVRAORTICI                                               A riposo o dopo prova fisica o farmacologica;Allegato 1;
69;88.74.1;ECOGRAFIA DELL'ADDOME  SUPERIORE Incluso : fegato e vie biliari, pancreas, milza, reni e surreni , retroperitoneo Escluso: Ecografia dell'addome completo (88.76.1);Allegato 1;
69;88.74.5;ECO(COLOR)DOPPLER  DELLE ARTERIE RENALI;Allegato 1;
69;88.74.6;ECOGRAFIA RENO-VESCICALE;Allegato 1;
69;88.75.1;ECOGRAFIA DELL'ADDOME INFERIORE                                            Incluso: Ureteri, vescica e pelvi maschile o femminile  Escluso : Ecografia dell'addome completo (88.76.1);Allegato 1;
69;88.75.2;ECO(COLOR)DOPPLER DELL'ADDOME INFERIORE  Vescica e pelvi maschile o femminile, - Ecografia ostetrica o ginecologica con flussimetria doppler;Allegato 1;
69;88.75.3;ECOGRAFIA RENO-VESCICALE;Allegato 1;
69;88.76.1;ECOGRAFIA ADDOME COMPLETO;Allegato 1;
69;88.76.2;ECOGRAFIA DI GROSSI VASI ADDOMINALI - Aorta addominale, grossi vasi addominali e linfonodi paravasali;Allegato 1;
69;88.76.3;ECOCOLOR DOPPLER DELL'AORTA DEGLI ASSI ILIACO-FEMORALI;Allegato 1;
69;88.77.2;ECO(COLOR) DOPPLERGRAFIA DEGLI ARTI SUPERIORI O INFERIORI O DISTRETTUALE, ARTERIOSA O VENOSA  A riposo o dopo prova fisica o farmacologica;Allegato 1;
69;88.78.A;MISURA DELLA TRANSLUCENZA NUCALE;Allegato 1;
69;88.78.1;ECOGRAFIA OVARICA - Per monitoraggio ovulazione;Allegato 1;
69;88.79.A;ECOENDOSCOPIA VIA TRANSRETTALE;Allegato 1;
69;88.79.B;ECOGRAFIA  TRANSPERINEALE;Allegato 1;
69;88.79.C;ECOGRAFIA con m.d.c.;Allegato 1;
69;88.79.D;ECOCOLORDOPPLER applicato ad esame di base;Allegato 1;
69;88.79.1;ECOGRAFIA DELLA CUTE E DEL TESSUTO SOTTOCUTANEO;Allegato 1;
69;88.79.2;STUDIO ECOGRAFICO DEL BACINO - Ecografia del bacino per screening lussazione congenita dell'anca;Allegato 1;
69;88.79.3;ECOGRAFIA MUSCOLOTENDINEA E/O ARTICOLARE;Allegato 1;
69;88.79.4;ECOGRAFIA TRANSESOFAGEA DEL TORACE;Allegato 1;
69;88.79.5;ECOGRAFIA DEL PENE;Allegato 1;
69;88.79.6;ECOGRAFIA DEI TESTICOLI;Allegato 1;
69;88.79.7;ECOGRAFIA TRANSVAGINALE;Allegato 1;
69;88.79.8;ECOGRAFIA TRANSRETTALE;Allegato 1;
69;88.79.9;ECOGRAFIA OSTEOARTICOLARE;Allegato 1;
69;88.90.2;RICOSTRUZIONE TRIDIMENSIONALE  TC Ricostruzione tridimensionale in corso di: TC del massiccio facciale (87.03.3, 87.29.5);Allegato 1;
69;88.90.3;TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE Spazio intersomatico o metamero aggiuntivo in corso di TC del rachide [cervicale, toracico, lombosacrale], spinale;Allegato 1;
69;88.90.9;ENDOSCOPIE VIRTUALI CON TC O CON RM - altre endoscopie (esclusa la colonscopia virtuale);Allegato 1;
69;88.91.A;ANGIO-RM DEL DISTRETTO VASCOLARE INTRACRANICO con   contrasto;Allegato 1;
69;88.91.B;SPETTROSCOPIA;Allegato 1;
69;88.91.C;ANGIO-RM DEL DISTRETTO VASCOLARE INTRACRANICO O VASI DEL COLLO senza contrasto;Allegato 1;
69;88.91.D;ANGIO-RM DEL DISTRETTO VASCOLARE INTRACRANICO senza contrasto;Allegato 1;
69;88.91.E;RISONANZA MAGNETICA NUCLEARE (RM) Temporomandibolare con bobina dedicata e studio dinamico;Allegato 1;
69;88.91.1;RISONANZA MAGNETICA  NUCLEARE (RM) DEL CERVELLO E DEL TRONCO ENCEFALICO;Allegato 1;
69;88.91.2;RISONANZA MAGNETICA NUCLEARE (RM) DEL CERVELLO E DEL TRONCO ENCEFALICO, SENZA E CON CONTRASTO Incluso eventuale, relativo,  distretto vascolare;Allegato 1;
69;88.91.3;RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE [sella turcica, orbite, rocche petrose, articolazioni temporo mandibolari] Incluso: relativo distretto vascolare;Allegato 1;
69;88.91.4;RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE, SENZA E CON CONTRASTO  [sella turcica, orbite, rocche petrose, articolazioni temporomandibolari] Incluso: relativo distretto vascolare;Allegato 1;
69;88.91.5;ANGIO-RM DEL DISTRETTO VASCOLARE INTRACRANICO O VASI DEL COLLO con   contrasto;Allegato 1;
69;88.91.6;RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO [faringe, laringe, parotidi-ghiandole salivari, tiroide-paratiroidi] Incluso: relativo distretto vascolare;Allegato 1;
69;88.91.7;RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO, SENZA E CON CONTRASTO  [faringe, laringe, parotidi ghiandole salivari, tiroide-paratiroidi]. Incluso : relativo distretto vascolare;Allegato 1;
69;88.91.8;ANGIO-RM DEI VASI DEL COLLO con contrasto;Allegato 1;
69;88.91.9;SPETTROSCOPIA INTEGRATIVA;Allegato 1;
69;88.92;RISONANZA MAGNETICA NUCLEARE (RM) DEL TORACE [mediastino, esofago] Incluso: relativo distretto vascolare;Allegato 1;
69;88.92.1;RISONANZA MAGNETICA NUCLEARE (RM) DEL TORACE, SENZA E CON CONTRASTO [mediastino, esofago] Incluso: relativo distretto vascolare;Allegato 1;
69;88.92.2;ANGIO-RM DEL DISTRETTO TORACICO;Allegato 1;
69;88.92.3;RISONANZA MAGNETICA NUCLEARE (RM) DEL CUORE;Allegato 1;
69;88.92.4;RISONANZA MAGNETICA NUCLEARE (RM) DEL CUORE, SENZA E CON CONTRASTO;Allegato 1;
69;88.92.5;RISONANZA MAGNETICA NUCLEARE (CINE-RM) DEL CUORE;Allegato 1;
69;88.92.8;RISONANZA MAGNETICA NUCLEARE (RM) DELLA MAMMELLA Bilaterale;Allegato 1;
69;88.92.9;RISONANZA MAGNETICA NUCLEARE (RM) DELLA MAMMELLA CON CONTRASTO Bilaterale (comprensivo anche dell'eventuale esame diretto);Allegato 1;
69;88.93;RISONANZA MAGNETICA NUCLEARE (RM) DELLA COLONNA Cervicale, toracica, lombosacrale;Allegato 1;
69;88.93.1;RISONANZA MAGNETICA NUCLEARE (RM) DELLA COLONNA, SENZA E CON CONTRASTO Cervicale, toracica, lombosacrale;Allegato 1;
69;88.94.A;###############################################################################################################################################################################################################################################################;Allegato 1;
69;88.94.B;###############################################################################################################################################################################################################################################################;Allegato 1;
69;88.94.C;ARTRO-RM  ( con m.d.c. intra-articolare);Allegato 1;
69;88.94.1;###############################################################################################################################################################################################################################################################;Allegato 1;
69;88.94.2;###############################################################################################################################################################################################################################################################;Allegato 1;
69;88.94.3;ANGIO-RM DELL'ARTO  O DEGLI ARTI SUPERIORI;Allegato 1;
69;88.94.4;ANGIO-RM DELL'ARTO  O DEGLI ARTI INFERIORI;Allegato 1;
69;88.95.A;ANGIO RM  con m.d.c. - un distretto;Allegato 1;
69;88.95.B;ANGIO RM  con m.d.c. - due  distretti;Allegato 1;
69;88.95.1;RISONANZA MAGNETICA NUCLEARE (RM) DELL'ADDOME SUPERIORE Incluso: fegato e vie biliari, milza, pancreas, reni e surreni, retroperitoneo;Allegato 1;
69;88.95.2;RISONANZA MAGNETICA  NUCLEARE (RM) DELL'ADDOME SUPERIORE, SENZA E CON CONTRASTO Incluso: fegato e vie biliari, milza, pancreas, reni e surreni, retroperitoneo e relativo distretto vascolare;Allegato 1;
69;88.95.3;ANGIO RM DELL'ADDOME SUPERIORE;Allegato 1;
69;88.95.4;RISONANZA MAGNETICA NUCLEARE (RM) DELL'ADDOME INFERIORE E SCAVO PELVICO Vescica e pelvi maschile o femminile  Incluso:relativo distretto vascolare;Allegato 1;
69;88.95.5;RISONANZA MAGNETICA  NUCLEARE (RM) DELL'ADDOME INFERIORE E SCAVO PELVICO, SENZA E CON CONTRASTO Vescica e pelvi maschile o femminile  Incluso: relativo distretto vascolare;Allegato 1;
69;88.95.6;ANGIO RM DELL'ADDOME INFERIORE;Allegato 1;
69;88.95.7;RISONANZA MAGNETICA NUCLEARE [RM] ADDOME SUPERIORE ED INFERIORE;Allegato 1;
69;88.95.8;RISONANZA MAGNETICA NUCLEARE [RM] ADDOME SUPERIORE ED INFERIORE con e senza mezzo di contrasto;Allegato 1;
69;88.95.9;ANGIO RM  ADDOME SUPERIORE ED INFERIORE;Allegato 1;
69;88.97.1;RISONANZA MAGNETICA NUCLEARE CON STUDIO FUNZIONALE (motorio, verbale);Allegato 1;
69;88.99.1;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A FOTONE SINGOLO O DOPPIO                 Polso o caviglia;Allegato 1;
69;88.99.2;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X  Lombare, femorale, ultradistale;Allegato 1;
69;88.99.3;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X  Total Body;Allegato 1;
69;88.99.5;DENSITOMETRIA OSSEA AD ULTRASUONI;Allegato 1;
69;88.99.6;MORFOMETRIA VERTEBRALE con apparecchio DEXA;Allegato 1;
69;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
69;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
70;38.99.1;INIEZIONE DI MEZZO DI  CONTRASTO PER SIMULAZIONE RADIOTERAPICA TC;Allegato 1;
70;38.99.2;INIEZIONE DI MEZZO DI CONTRASTO PER SIMULAZIONE RADIOTERAPICA RM;Allegato 1;
70;88.90.2;RICOSTRUZIONE TRIDIMENSIONALE  TC Ricostruzione tridimensionale in corso di: TC del massiccio facciale (87.03.3, 87.29.5);Allegato 1;
70;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
70;89.03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE -;Allegato 1;
70;89.04;STESURA PIANO DI TRATTAMENTO RADIOTERAPICO;Allegato 1;
70;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
70;92.21.1;ROENTGENTERAPIA Per seduta;Allegato 1;
70;92.23.1;TELECOBALTOTERAPIA CON CAMPO FISSO O CON DUE CAMPI CONTRAPPOSTI. Per seduta e per focolaio trattato;Allegato 1;
70;92.23.2;TELECOBALTOTERAPIA CON CAMPI MULTIPLI DI MOVIMENTO. Per seduta e per focolaio trattato;Allegato 1;
70;92.23.3;TELECOBALTOTERAPIA CON TECNICA FLASH                                       Per seduta e per focolaio trattato;Allegato 1;
70;92.24.A;RADIOTERAPIA STEREOTASSICA frazioni successive;Allegato 1;
70;92.24.B;RADIOTERAPIA CON ACCELLERATORE LINEARE CON MLC PER IMRT STATICA O DINAMICA CAMPI MULTIPLI O DI MOVIMENTO;Allegato 1;
70;92.24.1;TELETERAPIA CON  ACCELERATORE LINEARE CON CAMPO FISSO O DUE CAMPI CONTRAPPOSTI                            Per seduta e per focolaio trattato;Allegato 1;
70;92.24.2;TELETERAPIA CON  ACCELERATORE LINEARE CON CAMPI MULTIPLI O DI MOVIMENTO     Per seduta e per focolaio trattato;Allegato 1;
70;92.24.3;TELETERAPIA CON  ACCELERATORE LINEARE CON TECNICA FLASH           Per seduta e per focolaio trattato;Allegato 1;
70;92.24.4;RADIOTERAPIA STEREOTASSICA prima seduta;Allegato 1;
70;92.25.1;TELETERAPIA CON ELETTRONI  A UNO O PIU' CAMPI FISSI;Allegato 1;
70;92.25.2;IRRADIAZIONE CUTANEA  TOTALE CON ELETTRONI    (TSEI / TSEBI);Allegato 1;
70;92.27.1;BRACHITERAPIA ENDOCAVITARIA CON CARICAMENTO REMOTO (HDR);Allegato 1;
70;92.27.2;BRACHITERAPIA INTERSTIZIALE CON IMPIANTO PERMANENTE;Allegato 1;
70;92.27.3;BRACHITERAPIA DI SUPERFICIE (HDR);Allegato 1;
70;92.27.4;BRACHITERAPIA INTERSTIZIALE CON CARICAMENTO REMOTO (HDR);Allegato 1;
70;92.27.5;BETATERAPIA DI CONTATTO;Allegato 1;
70;92.28.1;TERAPIA DEGLI IPERTIROIDISMI Fino a 370 MBq;Allegato 1;
70;92.28.2;TERAPIA DEGLI IPERTIROIDISMI Per ogni 370 MBq successivi;Allegato 1;
70;92.28.3;TERAPIA ENDOCAVITARIA;Allegato 1;
70;92.28.4;TERAPIA CON ANTICORPI MONOCLONALI Fino a 185 MBq;Allegato 1;
70;92.28.5;TERAPIA CON ANTICORPI MONOCLONALI  Per ogni 185MBq successivi;Allegato 1;
70;92.28.6;TERAPIA PALLIATIVA DEL DOLORE DA METASTASI OSSEE;Allegato 1;
70;92.29.1;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE. Con simulatore radiologico (intero trattamento);Allegato 1;
70;92.29.2;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE. Con TC simulatore o TC. In caso di iniezione di mezzo di contrasto codificare anche ( 38.99.1) (intero trattamento);Allegato 1;
70;92.29.3;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE. Con RM.  In caso di iniezione di mezzo contrasto codificare anche (38.99.2)  (intero trattamento);Allegato 1;
70;92.29.4;STUDIO FISICO - DOSIMETRICO   Calcolo della dose in punti.;Allegato 1;
70;92.29.5;STUDIO FISICO-DOSIMETRICO CON ELABORATORE SU SCANSIONI TC   In caso di ricostruzione 3D codificare anche (88.90.2);Allegato 1;
70;92.29.6;DOSIMETRIA IN VIVO. Controllo fisico della ripetibilità del trattamento..;Allegato 1;
70;92.29.7;SCHERMATURA PERSONALIZZATA (intero trattamento);Allegato 1;
70;92.29.8;SISTEMA DI IMMOBILIZZAZIONE PERSONALIZZATO          (Intero trattamento);Allegato 1;
70;92.29.9;PREPARAZIONE DI COMPENSATORI SAGOMATI                (intero trattamento);Allegato 1;
70;92.30.1;INDIVIDUAZIONE DEL VOLUME BERSAGLIO. Con apparecchio ecografico (intero trattamento);Allegato 1;
70;92.30.2;INDIVIDUAZIONE DEL VOLUME BERSAGLIO CON SIMULATORE VIRTUALE;Allegato 1;
70;92.30.3;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE CON PET/TC;Allegato 1;
70;92.31;STUDIO FISICO DOSIMETRICO  CON ELABORATORE SU SEZIONI NON COMPUTERIZZATE;Allegato 1;
70;92.31.1;STUDIO FISICO-DOSIMETRICO per IMRT o per Radioterapia stereotassica;Allegato 1;
70;92.31.2;STUDIO FISICO-DOSIMETRICO BIDIMENSIONALE per brachiterapia;Allegato 1;
70;92.31.3;STUDIO FISICO-DOSIMETRICO per brachiterapia 3D;Allegato 1;
70;92.31.4;STUDIO FISICO DOSIMETRICO CON ELABORATORE SU SCANSIONI TC per radioterapia conformazionale;Allegato 1;
70;92.40;TC DI RIVALUTAZIONE RADIOTERAPICA;Allegato 1;
70;92.40.1;CONTORNAMENTO DEGLI ORGANI DI INTERESSE PER RADIOTERAPIA NON CONFORMAZIONALE;Allegato 1;
70;92.40.2;CONTORNAMENTO DEGLI ORGANI DI INTERESSE PER RADIOTERAPIA CONFORMAZIONALE O IMRT O BRACHITERAPIA;Allegato 1;
70;92.40.3;INFISSIONE DI REPERI RADIO OPACHI;Allegato 1;
70;92.40.4;CONTROLLO POSIZIONAMENTO PAZIENTE mediante pellicola, EPID, ultrasuoni o tracking ottico;Allegato 1;
70;99.85;IPERTERMIA PER IL TRATTAMENTO DI TUMORE. Ipertermia [terapia aggiuntiva] indotta da microonde ultrasuoni, radiofrequenza a bassa energia, sonde intestinali, o altri mezzi per trattamento di tumore.;Allegato 1;
70;99.85.1;IPERTERMIA SUPERFICIALE PER TRATTAMENTO NON ONCOLOGICO;Allegato 1;
70;99.85.2;IPERTERMIA PROFONDA PER TRATTAMENTO DI TUMORE;Allegato 1;
